"Selon l'article 61, deuxième alinéa CIR 92, sur quelle valeur les amortissements sont-ils généralement calculés ?","Les amortissements sont calculés sur la valeur d’investissement ou de revient (prix d’acquisition, prix de revient ou valeur d’apport)."
"Dans quel cas les amortissements sont-ils calculés sur la valeur résiduelle fiscale, selon l'article 64 CIR 92 ?",Lorsque l'on a opté pour le régime d’amortissement dégressif.
Quel est le principe de la déduction pour Revenus Définitivement Taxés (RDT) ?,Elle vise à éviter une double imposition économique des bénéfices distribués par une filiale à sa société mère.
"Quelle est la condition de taxation pour l'application de la déduction RDT, selon l'art. 203, § 1, 2°bis CIR 92 ?",Les revenus ne doivent pas provenir d'une société qui n'est pas assujettie à l'impôt des sociétés ou à un impôt étranger analogue.
Quelle est la condition de participation pour l'application de la déduction RDT ?,"La société bénéficiaire doit détenir une participation d'au moins 10% dans le capital de la société distributrice ou une valeur d'investissement d'au moins 2,5 millions d'euros."
Quelle est la condition de permanence pour l'application de la déduction RDT ?,La participation doit avoir été détenue en pleine propriété pendant une période ininterrompue d'au moins un an.
"À partir de l'exercice d'imposition 2019, quel est le pourcentage de la déduction RDT ?",La déduction est de 100%.
"Selon l'article 52, 3°, b CIR 92, quels types de cotisations pour pensions complémentaires sont en principe déductibles ?","Les cotisations pour l'assurance complémentaire vieillesse/décès, l'engagement de pension, l'engagement de solidarité et le complément aux indemnités légales."
"Quelle est la limite de déduction des cotisations de pension complémentaire, connue sous le nom de ""règle des 80%"" ?",La pension légale majorée de la pension complémentaire ne doit pas excéder 80% de la dernière rémunération brute annuelle normale.
"Selon l'article 57, 3° CIR 92, quelle condition est nécessaire pour que les indemnités pour frais propres à l’employeur soient admises comme charges professionnelles ?",Elles doivent être justifiées par des fiches 281.10.
Comment sont traitées fiscalement les plus-values de réévaluation si la condition d'intangibilité n'est pas respectée ?,Elles sont considérées comme des bénéfices imposables.
Comment sont considérés fiscalement les amortissements sur les plus-values de réévaluation ?,Ils ne sont pas acceptés fiscalement et sont considérés comme des réserves imposables.
"En cas de diminution de capital, comment est traité le remboursement de ""réserves incorporées au capital"" ?",Il est considéré comme une répartition du bénéfice imposable (dividendes).
"Selon l'article 198bis, 2° CIR 92, comment sont déductibles les moins-values sur actions ?",Elles sont déductibles au taux égal au rapport entre les amortissements fiscalement admis et les amortissements comptables des périodes correspondantes.
"Quelle est la condition principale pour que l'attribution de cadeaux (chèques-cadeaux, etc.) soit exonérée pour l'employé et déductible pour l'employeur ?",Tous les membres du personnel doivent bénéficier de l'avantage.
L'exception à la condition de taxation pour la déduction RDT s'applique aux sociétés d'investissement qui distribuent annuellement au moins _____ % de leurs revenus.,90
Quel était le pourcentage de base de la déduction pour investissement pour l'exercice d'imposition 2024 ?,"Le pourcentage de base était de 10,5%."
De combien de points le pourcentage de la déduction pour investissement est-il majoré pour les brevets et les investissements en R&D ?,Il est majoré de 10 points.
"Selon l'article 72 CIR 92, que se passe-t-il en cas d'insuffisance de bénéfices pour opérer la déduction pour investissement ?",L'exonération non accordée est reportée successivement sur les bénéfices des périodes imposables suivantes.
"D'après l'article 206, § 2 CIR 92, comment la déduction des pertes antérieures est-elle limitée après une fusion par absorption ?",Elle est limitée en proportion de la part de l'actif net fiscal de la société absorbante avant l'opération dans le total des actifs nets fiscaux combinés.
"Depuis la loi du 25.12.2017, la cotisation distincte sur les commissions secrètes est-elle déductible à titre de frais professionnels ?","Non, cette cotisation distincte n'est plus déductible (article 198, § 1, 1° CIR 92)."
"Selon l'article 209, alinéa 1er CIR 92, qu'est-ce qui est considéré comme un dividende distribué lors du partage de l'avoir social d'une société ?","L'excédent des sommes réparties sur la valeur du capital libéré, éventuellement réévalué."
"Sous peine de nullité, quand la cotisation ne peut-elle pas être établie après l'envoi d'un avis de rectification ?","Avant l'expiration du délai de réponse d'un mois (ou du délai prolongé), sauf accord écrit du contribuable ou si les droits du Trésor sont en péril."
"En cas d'intention frauduleuse, quel est le délai d'imposition spécial et à partir de quand court-il ?","Sept ans, et l'imposition doit être établie dans les vingt-quatre mois à compter de la date à laquelle l’Administration a pris connaissance des informations."
"Selon l'article 377 CIR 92, quel est l'effet des délais d'opposition, d'appel et de cassation sur l'exécution d'une décision judiciaire en matière fiscale ?",Ils suspendent l’exécution de la décision judiciaire.
"Selon l'art. 32 CIR 92, comment sont requalifiés les loyers de biens immobiliers bâtis loués par un dirigeant à sa propre société ?",Ils sont requalifiés en rémunérations dans la mesure où ils excèdent les cinq tiers du revenu cadastral revalorisé.
Comment sont traités fiscalement les intérêts d'avances accordées par une société à son dirigeant lorsque ces intérêts sont excessifs ?,Ils font l'objet d'une requalification en dividendes.
Quel avantage de toute nature doit être calculé sur le solde moyen débiteur du compte courant d'un dirigeant d'entreprise ?,Un intérêt fictif (article 18 de l’AR/CIR 92).
"Qu'est-ce qu'une société de management ""administrateur"" ?",Une société constituée par une personne physique pour exercer son mandat d'administrateur dans une autre société.
"Selon la jurisprudence de la Cour de cassation, l'article 49 du CIR/92 impose-t-il que les dépenses professionnelles soient inhérentes à l'objet social statutaire pour être déductibles ?","Non, mais la condition de finalité (faire ou conserver des revenus) doit toujours être respectée."
"Quel est le régime fiscal des rémunérations de dirigeants (personnes physiques) dans le chef de la société qui les octroie, selon l'art. 195 CIR/92 ?",Elles sont considérées comme des frais professionnels et sont déductibles dans leur totalité.
"Qu'est-ce que le régime VVPR-bis, selon l'art. 269, §2 du CIR/92 ?",Un régime de taux réduit de précompte mobilier (20% ou 15%) sur les dividendes de nouvelles actions PME émises suite à un apport en numéraire.
"Pour bénéficier du taux de précompte mobilier de 15% sous le régime VVPR-bis, à partir de quel exercice comptable après l'apport les bénéfices doivent-ils être distribués ?",À partir du troisième exercice comptable suivant celui de l'apport.
Comment sont calculées les cotisations sociales provisoires pour un travailleur indépendant ?,"Elles sont basées sur les revenus déclarés trois ans auparavant, avec une possibilité d'ajustement."
Terme : Démocratie représentative,Système de gouvernance dans lequel les citoyens élisent des représentants chargés de prendre des décisions en leur nom.
Terme : État de droit,"Principe selon lequel tous les individus, institutions et entités, y compris le gouvernement lui-même, sont responsables des lois."
Terme : Séparation des pouvoirs,"Concept qui répartit l'autorité politique entre trois branches distinctes : le législatif, l'exécutif et le judiciaire."
Quelle branche du gouvernement est responsable de la création des lois ?,La branche législative.
Quelle branche du gouvernement est responsable de la mise en œuvre et de l'application des lois ?,La branche exécutive.
Quelle branche du gouvernement est responsable de l'interprétation des lois et du règlement des litiges ?,La branche judiciaire.
Qu'est-ce que l'inconstitutionnalité ?,"Une situation où une loi, une procédure ou une politique est en contradiction avec la loi suprême (la Constitution) d'un pays."
Quelle est la principale source de recettes pour un budget public ?,"Les impôts (sur le revenu, sur les ventes, sur la propriété, etc.)."
Terme : Citoyenneté active,Implique de collaborer activement à l'amélioration des communautés en utilisant la pensée critique pour comprendre les besoins et développer des solutions.
Quel document de 1948 est une norme internationale fondamentale pour les droits de l'homme ?,La Déclaration universelle des droits de l'homme (Nations unies).
Terme : Droits civils et politiques,Catégorie de droits qui protègent les libertés des individus et garantissent leur capacité à participer à la vie civile et politique de l'État.
Terme : Liberté d'expression,"Le droit d'avoir des opinions et d'exprimer des pensées, des idées et des croyances sans restriction indue de la part du gouvernement."
"Le _____ est une loi européenne complète sur la protection des données qui réglemente comment les données personnelles doivent être traitées, stockées et protégées.",Règlement général sur la protection des données (RGPD)
Qu'est-ce qu'un discours de haine ?,"Toute forme d'expression qui répand, incite, promeut ou justifie la haine fondée sur la race, la religion, l'orientation sexuelle ou d'autres formes d'intolérance."
Qu'est-ce qu'un contrat de travail ?,Un accord contraignant entre un employeur et un employé qui définit les termes et les conditions de la relation de travail.
Qu'est-ce que l'éducation permanente ?,"Une démarche visant le développement de la capacité de citoyenneté critique, active et responsable, principalement au sein de la vie associative."
Le processus ECP (Éducation Culture et Participation) devient un _____ que chaque citoyen peut s'approprier pour mener des actions de proximité.,bien commun
Quel service de l'administration fiscale belge permet d'obtenir une sécurité juridique sur l'application de la loi fiscale à une situation ou une opération spécifique ?,"Le Service des Décisions Anticipées (SDA), aussi connu sous le nom de service de ruling."
Quel est l'objectif du statut social de travailleur indépendant à titre complémentaire ?,Il permet à une personne exerçant déjà une autre activité professionnelle principale (salarié ou fonctionnaire) de développer une activité indépendante de manière accessoire.
"Que favorise la diffusion en open source, selon le document d'analyse stratégique ?",Une réelle démocratisation du savoir en donnant aux individus les outils pour leur engagement citoyen.
Terme : Tiers-lieu,"Un espace hybride (souvent associatif) qui permet de se rencontrer, de créer du lien social et de développer des projets collectifs, mêlant souvent coworking, ateliers et activités culturelles."
"Dans le contexte de l'économie sociale, que signifie l'acronyme IAE ?",Insertion par l'Activité Économique.
Quel est l'objectif principal des structures de l'IAE ?,Permettre à des personnes sans emploi rencontrant des difficultés sociales et professionnelles particulières de bénéficier de contrats de travail en vue de faciliter leur insertion sociale et professionnelle.
"Dans l'expérimentation ""Territoires Zéro Chômeur de Longue Durée"", que signifie l'acronyme EBE ?",Entreprise à But d'Emploi.
Quelle est la particularité des emplois créés par une EBE dans le cadre de TZC ?,"Les personnes sont embauchées en contrat à durée indéterminée (CDI), payées au moins au SMIC et à temps choisi, pour réaliser des activités utiles non concurrentielles."
"Quel est le principe de la ""non concurrence"" pour les activités d'une EBE ?","Les activités développées ne doivent pas concurrencer les emplois existants sur le territoire, que ce soit dans le secteur marchand ou non marchand."
"Quel type de bénévolat correspond à un investissement dans l'organisation logistique et technique de l'action associative, comme la mise en place d'événements ?",Le bénévolat productif.
